340,adequate,"11,692",adequate (j) 5975 inadequate (j) 2998 adequately (r) 2451 inadequately (r) 268,
341,large,"11,684",large (j) 70352 largely (r) 11684 large (r) 1767 largish (j) Sci+Med 4,
342,ideal,"11,602",ideal (j) 5965 ideal (n) 3683 ideally (r) 1343 idealism (n) 611 idealized (j) Hum 503 idealize (v) Hum 306 idealist (n) 189 idealization (n) Hum 149 idealist (j) Hum 75,
343,philosophy,"11,585",philosophy (n) 8494 philosophical (j) Rel 3732 philosopher (n) 3091 philosophic (j) Law 321 philosophically (r) 291 philosophize (v) 61 philosophizing (n) 19,
344,minor,"11,538",minority (n) 11538 minor (j) 4325 minor (n) 489,
345,hypothesis,"11,533",hypothesis (n) 9411 hypothesize (v) 2122 hypothesized (j) Soc 383,
346,psychology,"11,472",psychological (j) 11472 psychology (n) Edu 9746 psychologist (n) Edu 6586 psychologically (r) 790,
347,enable,"11,414",enable (v) 11242 enabler (n) Edu 209 enabling (j) 172,
348,trend,"11,407",trend (n) 11407 trend (v) 52,
349,exchange,"11,401",exchange (n) 11401 exchange (v) 1741 exchanger (n) Sci 304 exchangeable (j) 45 exchanged (j) 21,
350,percent,"11,300",percentage (n) 11300,
351,sufficient,"11,288",sufficient (j) 6716 sufficiently (r) 2369 insufficient (j) 1979 insufficiently (r) 224,
352,substantial,"11,243",substantial (j) 7810 substantially (r) 3433 insubstantial (j) Hum 69 substantiality (n) Law 20,
353,explain,"11,142",explain (v) 30005 explanation (n) 10158 explanatory (j) 984 unexplained (j) Med 351 explained (j) Soc 131 explaining (n) 19 explainer (n) Hum 3,
354,emotion,"11,103",emotional (j) 11103 emotion (n) 5547 emotionally (r) 1729 unemotional (j) Rel 49,
355,prefer,"11,091",preference (n) 7256 prefer (v) 7157 preferred (j) 2440 preferential (j) 706 preferable (j) 689 preferably (r) 529 preferentially (r) Sci 143 preferment (n) 16,
356,calculate,"11,075",calculate (v) 6941 calculation (n) 3566 calculated (j) 497 calculator (n) 422 miscalculation (n) His 141 recalculate (v) 71 miscalculate (v) Law 62 calculating (j) 42recalculation (n) 22 calculating (n) 10,
357,external,"11,045",external (j) 10434 externalize (v) Med 615 externally (r) 611 externality (n) Law 432 externalizing (j) Edu+Med 149 external (n) Rel 49 externalization (n) 39externalized (j) 23,
358,code,"11,004",code (n) 10521 code (v) Soc 2283 coding (n) Edu 1252 coded (j) 483,
359,flow,"10,970",flow (n) 10970 flow (v) 3957 flowing (j) 400,
360,transition,"10,915",transition (n) 9705 transitional (j) 1210,
361,subsequent,"10,904",subsequent (j) 7281 subsequently (r) 3623 subsequent (i) 256,
362,phase,"10,870",phase (n) 10870 phase (v) 452 phased (j) Edu 122 phasing (n) Sci 15,
363,rural,"10,841",rural (j) 10841,
364,intense,"10,813",intensity (n) 5456 intense (j) 4778 intensive (j) 2713 intensify (v) 1688 intensely (r) 892 intensification (n) 370 intensively (r) 314 intensified (j) 272 intensifying (j) 36,
365,monitor,"10,792",monitor (v) 7319 monitoring (n) 3473 monitor (n) 2993 monitored (j) Med 52,
366,compete,"10,736",competition (n) 12593 competitive (j) 6948 compete (v) 5013 competitor (n) Fin 3379 competing (j) 2269 competitiveness (n) 1519 competitively (r) 162uncompetitive (j) Law 43,
367,core,"10,713",core (n) 10713 core (v) Med 38,
368,volume,"10,676",volume (n) 10676,
369,framework,"10,591",framework (n) 10591,
370,incorporate,"10,580",incorporate (v) 9227 incorporation (n) 1220 incorporated (j) 133 unincorporated (j) 49,
371,encounter,"10,526",encounter (v) 6302 encounter (n) 4224,
372,cite,"10,511",cite (v) 9319 citation (n) 1192 cited (j) Edu 97,
373,attribute,"10,491",attribute (v) 5775 attribute (n) 3644 attribution (n) Soc 1923 attributable (j) 1072,
374,emphasis,"10,485",emphasis (n) 10485,
375,waste,"10,380",waste (n) 10380 waste (v) 2402 wasteful (j) 324 wasted (j) 195 waste (j) Sci 183 wastage (n) Edu 92 wastefulness (n) 21 wastefully (r) Law 18 waster (n) Med 13 wasting (j) 9,
376,climate,"10,272",climate (n) 10272 climatic (j) Sci 753 climatological (j) Med 56 climatically (r) 25,
377,differ,"10,170",differ (v) 8759 differing (j) 1411,
378,technical,"10,149",technical (j) 10149 technically (r) 1260 technical (n) Law 3,
379,mechanism,"10,105",mechanism (n) 10105,
380,description,"10,073",description (n) 10073 descriptive (j) Edu 3050,
381,assert,"10,016",assert (v) 6594 assertion (n) 2800 assertive (j) 622 assertiveness (n) Edu 428 assertively (r) Edu 62 asserted (j) Law 33 unassertive (j) Edu+Hum 9,
382,assist,"9,997",assistance (n) 9560 assist (v) Edu 7204 assistant (n) 2988 assistant (j) 2929 assisted (j) 437 assist (n) 47 unassisted (j) 47 assisting (j) Edu 18,
383,considerable,"9,951",considerable (j) 6984 considerably (r) 2967 inconsiderable (j) His 28,
384,modify,"9,914",modify (v) 4569 modification (n) 3373 modified (j) 1972 modifier (n) Hum 123 unmodified (j) 57,
385,isolate,"9,912",isolation (n) 3609 isolate (v) 3545 isolated (j) 2638 isolate (n) Med 223 isolationist (n) Law 180 isolationism (n) Law 165 isolating (j) 120,
386,territory,"9,882",territory (n) 7593 territorial (j) 2195 territoriality (n) 94 territorially (r) 46,
387,origin,"9,810",origin (n) 9810,
388,respective,"9,806",respectively (r) 6968 respective (j) 2838 irrespective (i) 626,
389,judge,"9,803",judgment (n) 9304 judge (n) Law 7210 judge (v) 6822 judgement (n) 499 judging (n) Sci 246 judgmental (j) Rel 219 misjudge (v) His 93 prejudge (v) 25 judged (j) Soc17,
390,cycle,"9,723",cycle (n) 9171 cyclical (j) 552 cycling (n) Med 473 cycle (v) Med 442 cyclic (j) Med 308 cyclist (n) Soc+Med 214,
391,assumption,"9,697",assumption (n) 9697,
392,germany,"9,678",German (j) 9678 German (n) His 3755 Germanic (j) Hum 231,
393,illustrate,"9,662",illustrate (v) 9224 illustration (n) 4493 illustrative (j) 438 illustrated (j) Hum 247 illustrator (n) 194,
394,justify,"9,620",justify (v) 5803 justification (n) 2621 justified (j) 382 justifiable (j) 345 justifiably (r) 225 unjustified (j) 176 unjustifiable (j) 68 unjustifiably (r) Law 29 justifying(j) Rel 23,
395,manner,"9,562",manner (n) 9562 mannered (j) Hum 38,
396,constitute,"9,552",constitute (v) 9255 constituent (n) 1800 constitutive (j) Rel 576 constituted (j) 245 constituent (j) 52,
397,phenomenon,"9,371",phenomenon (n) 9371,
398,relevant,"9,360",relevant (j) 9249 irrelevant (j) 1645 relevancy (n) 111 irrelevancy (n) 39 relevantly (r) 22,
399,acquire,"9,341",acquire (v) 8856 acquired (j) 485 acquirer (n) Fin 39,
400,correspond,"9,336",correspond (v) 3924 correspondence (n) 2574 corresponding (j) 2472 correspondingly (r) 366,
401,plan,"9,334",plan (n) 25976 plan (v) 14392 planning (n) 9334 planner (n) 2098 planned (j) 1654 unplanned (j) 183,
402,error,"9,333",error (n) 9333,
403,household,"9,330",household (n) 9330,
404,practical,"9,314",practical (j) 8867 practically (r) 1706 impractical (j) 413 practicality (n) 300 practical (n) 34 impracticality (n) 34,
405,professional,"9,188",professional (j) Edu 19253 professional (n) 8458 professionalism (n) 730 professionally (r) 721,
406,theoretical,"9,154",theoretical (j) 7758 theoretically (r) 1396 theoretician (n) Hum 184 theoretic (j) 66,
407,summary,"9,150",summary (n) 5293 summarize (v) 3678 summarily (r) 179 summarization (n) Sci 60 summarized (j) 41 summarizing (j) Edu+Hum 14,
408,depress,"9,140",depression (n) 9140 depressed (j) 1850 depressive (n) Soc 1193 depressing (j) 311 depress (v) 309 antidepressant (j) Med 110 depressingly (r) 42 depressant (n) Med22,
409,sequence,"9,116",sequence (n) 6768 sequential (j) 1074 sequencing (n) 705 sequentially (r) 298 sequence (v) 271 sequenced (j) Hum 91,
410,consider,"9,110",consider (v) 44671 consideration (n) 9110 considering (c) 1731 considering (i) 929 reconsider (v) 800 reconsideration (n) Law 244 considered (j) 87 considering (r) 13unconsidered (j) 12,
411,derive,"9,102",derive (v) 8435 derivative (n) 635 derivation (n) 279 derivative (j) 224 derived (j) 164,
412,arise,"9,054",arise (v) 9054,
413,radical,"9,046",radical (j) 5628 radically (r) 1873 radical (n) 1545 radicalism (n) His 405,
414,collect,"8,982",collection (n) 14916 collect (v) 13161 collective (j) 6238 collector (n) Hum 1689 collectively (r) 1522 collective (n) 837 collected (j) 385 collecting (n) Hum 273collectivist (n) Soc 230 collectivity (n) 197 collectivism (n) Soc 172 collectivization (n) Law 64 uncollected (j) 32 collect (n) Rel 19 collectable (j) Hum 7,
415,recognition,"8,954",recognition (n) 8954,
416,proportion,"8,947",proportion (n) 7065 proportional (j) 1197 proportionate (j) 253 proportionately (r) 233 proportionality (n) Law 219 proportion (i) 218 proportionally (r) 199proportion (v) 88,
417,mode,"8,943",mode (n) 8943 modish (j) Hum 14,
418,resist,"8,931",resistance (n) 8931 resist (v) 5147 resistant (j) Med 1581 resistive (j) 105 resistor (n) Sci 100 resistivity (n) Sci 79 resister (n) 69 resisting (j) Hum 13,
419,furthermore,"8,899",furthermore (r) 8899,
420,diverse,"8,885",diversity (n) 8885 diverse (j) Edu 8032 diversely (r) Hum 25,
421,anxiety,"8,862",anxiety (n) 8862,
422,logic,"8,831",logic (n) 5037 logical (j) 3021 logically (r) 773 illogical (j) 169 logician (n) Hum 26 illogically (r) Law 11,
423,whole,"8,806",whole (j) 13865 whole (n) 7303 wholly (r) 1503 wholeness (n) Rel 497 wholistic (j) 23,
424,character,"8,768",character (n) Hum 19242 characterize (v) 8768 characterization (n) Hum 1484 characterless (j) 6,
425,cooperate,"8,756",cooperation (n) 8125 cooperative (j) Edu 4704 cooperate (v) 2368 cooperative (n) 631 cooperating (j) Edu+Hum 464 cooperatively (r) Edu 316 uncooperative (j) 137,
426,dominate,"8,713",dominate (v) 6864 domination (n) 1849 dominated (j) 164 dominating (j) 95,
427,implement,"8,698",implement (v) Edu 12007 implementation (n) 8609 implement (n) 303 implemented (j) 89,
428,universe,"8,676",universe (n) Sci 9555 universal (j) 7031 universally (r) 1022 universality (n) 489 universalism (n) 200 universal (n) 134 universalistic (j) 102 universalize (v) Rel 93universalist (j) Rel 45 universalized (j) 44 universalizing (j) 38 universalization (n) Law 35,
429,significance,"8,632",significance (n) 8540 insignificance (n) 92,
430,resolution,"8,610",resolution (n) 8610,
431,numerous,"8,550",numerous (j) 8550,
432,extensive,"8,540",extensive (j) 6924 extensively (r) 1616 extensiveness (n) Hum 30,
433,biological,"8,483",biological (j) 7869 biologically (r) 614,
434,display,"8,482",display (v) 8482 display (n) 6184 displayed (j) 58,
435,publication,"8,447",publication (n) 8447,
436,wide,"8,383",wide (j) 14632 widely (r) 8383 width (n) Sci 1305 widen (v) 847 wide (r) 446 widening (j) 245 widening (n) 108 widened (j) 19 wide (n) Med 7,
437,permit,"8,351",permit (v) 8351 permit (n) Law 2023 permitted (j) Law 122,
438,mere,"8,338",merely (r) 8338 mere (j) 4661,
439,joint,"8,294",joint (j) 7213 joint (n) Med 1841 jointly (r) 1081 joint (v) 31,
440,comprehensive,"8,257",comprehensive (j) 8015 comp (n) Fin 250 comprehensively (r) 242 comprehensiveness (n) Edu 158 comprehensive (n) 36,
441,alter,"8,250",alter (v) 5957 alteration (n) 1251 altered (j) 890 unaltered (j) 102 unalterable (j) 50 alterable (j) Edu 29 altering (n) 10,
442,insight,"8,160",insight (n) 7621 insightful (j) 539,
443,document,"8,139",document (n) 10564 document (v) 5749 documentation (n) 1965 undocumented (j) 543 documented (j) 425,
444,imply,"8,064",imply (v) 8064 implied (j) Hum 500,
445,absence,"8,064",absence (n) 8064,
446,explicit,"8,034",explicitly (r) 4141 explicit (j) 3893 explicitness (n) Hum 45,
447,convention,"8,027",conventional (j) 7590 convention (n) Law 7432 unconventional (j) 485 conventionally (r) 437 conventionality (n) Hum 60 unconventionally (r) Soc 37conventionalism (n) Soc 25,
448,index,"8,013",index (n) 7538 index (v) 475 indexing (n) 191 indexical (j) Hum 122 indexation (n) His 45 indexer (n) Fin 33 indexed (j) 27,
449,nevertheless,"7,989",nevertheless (r) 7989,
450,facilitate,"7,929",facilitate (v) 7881 facilitator (n) Edu 830 facilitation (n) Edu 317 facilitative (j) Edu 136 facilitating (j) 48 facilitated (j) 27,
451,evolution,"7,924",evolution (n) 7924 evolutionary (j) Sci 3872 evolutionist (n) 145 evolutionarily (r) Sci 103 evolutionism (n) Soc 40,
452,intellectual,"7,910",intellectual (j) 7910 intellectual (n) 3733 intellectually (r) Edu 1012 intellectualize (v) Hum+Rel 30,
453,govern,"7,903",government (n) 71499 governor (n) 4303 govern (v) 3996 governmental (j) 2778 governing (j) 1202 nongovernmental (j) 1129 intergovernmental (j) Law 450governorship (n) His+Law 113 ungovernable (j) 30,
454,signal,"7,885",signal (n) 7885 signal (v) 2730 signaling (j) 65 signaling (n) 54,
455,passage,"7,884",passage (n) 7884,
456,discover,"7,873",discover (v) 14126 discovery (n) 7873 rediscover (v) 508 undiscovered (j) 176 discoverer (n) Sci 164 rediscovery (n) 158 discovered (j) 36 rediscovered (j) 27,
457,introduce,"7,867",introduce (v) 12987 introduction (n) 7867 introductory (j) Edu 1528 reintroduce (v) 323 introduced (j) Sci 248 reintroduction (n) 153 intro (n) Rel 83 reintroduced (j) 13,
458,boundary,"7,865",boundary (n) 7865,
459,gain,"7,823",gain (v) 13949 gain (n) 7755 gainful (j) 68 gainer (n) Edu 57 gaining (n) 29 gainfully (r) 26,
460,yield,"7,821",yield (v) 7676 yield (n) Fin 3280 yielding (j) 145 unyielding (j) 113,
461,decline,"7,815",decline (v) 6759 decline (n) 6498 declining (j) 1317,
462,ratio,"7,806",ratio (n) 7806,
463,strong,"7,800",strong (j) 28634 strongly (r) 7800 strong (r) 59,
464,crucial,"7,781",crucial (j) 7517 crucially (r) 264,
465,settle,"7,775",settlement (n) 7714 settle (v) 5963 settler (n) His 1907 resettlement (n) His 381 settled (j) 254 resettle (v) 200 settling (n) 61 settling (j) Law 59 settle (n) 13,
466,resolve,"7,707",resolve (v) 6955 unresolved (j) 752 resolve (n) 433 resolved (j) Med 47,
467,distinguish,"7,693",distinguish (v) 6497 distinguished (j) 1445 indistinguishable (j) 481 distinguishing (j) 474 distinguishable (j) 241 undistinguished (j) 51,
468,independence,"7,682",independence (n) 7682,
469,formation,"7,661",formation (n) 7661,
470,transmit,"7,628",transmission (n) 4373 transmit (v) 2756 transmitter (n) Sci 656 transmitted (j) 499 transmissible (j) 41 transmitting (j) 33 transmittal (n) Law 24,
471,shape,"7,576",shape (n) 9389 shape (v) 6871 shaped (j) 389 shaping (j) 360 shaping (n) 345 shaper (n) 75 shapeless (j) Hum 55 misshapen (j) 52 shapely (j) Med 45,
472,racial,"7,499",racial (j) 7499 racism (n) 2657 racist (j) 926 racially (r) 661 racist (n) 309 racialized (j) His 142 racialism (n) His 76 racialization (n) His 68 racialist (j) His 35 intraracial(j) Edu 30 interracially (r) Edu 17,
473,detect,"7,491",detect (v) 7491 detection (n) 2612 detector (n) Sci 2214 detective (n) Hum 1010 detectable (j) 453 undetected (j) 204 undetectable (j) Med 110 detected (j) Sci 48detecting (n) 11,
474,poverty,"7,484",poverty (n) 7484,
475,intent,"7,403",intention (n) 6250 intent (n) 3138 intentional (j) 1153 intentionally (r) 866 intent (j) 805 unintentional (j) Med 276 intentionality (n) Rel 270 unintentionally (r) 263 intently (r) 176,
476,mutual,"7,391",mutual (j) 5660 mutually (r) 1731 mutuality (n) Rel 194,
477,evolve,"7,373",evolve (v) 6448 evolving (j) 631 evolved (j) 294,
478,shift,"7,361",shift (v) 7393 shift (n) 7361 shifting (j) 1093 shifting (n) 281 shifted (j) Sci 15,
479,progress,"7,353",progress (n) 11004 progressive (j) 3763 progress (v) 2365 progression (n) Med 1761 progressively (r) 871 progressive (n) 354,
480,flexible,"7,327",flexibility (n) 3518 flexible (j) 3431 inflexible (j) 272 flexibly (r) Edu 122 inflexibility (n) 106 inflexibly (r) 13,
481,domain,"7,319",domain (n) 7319,
482,profession,"7,248",profession (n) 7248 pro (n) 1537 pro (j) 779 pro (i) 443 unprofessional (j) 104 pro (r) 18,
483,apparent,"7,246",apparent (j) 7246 apparently (r) 6295,
484,coordinate,"7,240",coordinate (v) 2658 coordination (n) 2370 coordinator (n) Edu 1783 coordinate (n) 1013 coordinated (j) 871 coordinating (j) 223 uncoordinated (j) 105 ordinator(n) Rel 9,
485,constrain,"7,237",constraint (n) 5006 constrain (v) 2015 unconstrained (j) Soc 171 constrained (j) 167 constraining (j) 49,
486,assign,"7,218",assign (v) 7218 assignment (n) Edu 4872 assigned (j) Edu 591 reassign (v) 130 reassignment (n) 82 unassigned (j) His 23,
487,asia,"7,192",Asian (j) 7192 Asian (n) 956 Asiatic (j) His 123,
488,electronic,"7,157",electronic (j) 6505 electronics (n) Sci 2176 electronically (r) 652,
489,exception,"7,150",exception (n) 7150 exceptional (j) Edu 1760 exceptionally (r) 785 exceptionality (n) Edu 80 unexceptional (j) Hum 43 unexceptionable (j) Law 17,
490,visible,"7,067",visible (j) 6815 invisible (j) 2211 visibility (n) 1161 visibly (r) 369 invisibility (n) 252 invisibly (r) 63,
491,norm,"7,026",norm (n) 7026 norming (n) Edu 47 normativity (n) Law+Rel 35 normed (j) Edu 22 normlessness (n) Soc 20,
492,adjust,"7,012",adjustment (n) 6879 adjust (v) 5678 adjusted (j) Med 576 adjustable (j) Sci 523 readjustment (n) 133 readjust (v) 120 unadjusted (j) Med 117 adjuster (n) Med 111adjusting (j) His 5 adjusting (n) Med 4,
493,consumption,"6,944",consumption (n) 6944,
494,symbol,"6,944",symbol (n) 6944 symbolic (j) Hum 4524 symbolize (v) Hum 1494 symbolism (n) Hum 1012 symbolically (r) Hum 635,
495,dominant,"6,931",dominant (j) 6931 dominant (n) 58,
496,barrier,"6,916",barrier (n) 6916,
497,motor,"6,890",motor (n) 6890 motorized (j) 186 motor (v) 179 motorist (n) 167 motoring (n) 38,
498,entry,"6,842",entry (n) 6842,
499,underlie,"6,818",underlying (j) 4259 underlie (v) 2103 underly (v) 456 underlay (v) 29 underlay (n) His 10,
500,bias,"6,804",bias (n) 5141 biased (j) 707 bias (v) 610 unbiased (j) 346 biasing (j) Rel 21,
501,discriminate,"6,763",discrimination (n) 4857 discriminate (v) 1379 discriminatory (j) Law 729 indiscriminate (j) 296 discriminating (j) 231 indiscriminately (r) 197,
502,hence,"6,745",hence (r) 6745,
503,guide,"6,741",guide (n) 7535 guide (v) 5111 guidance (n) Edu 4505 guiding (j) 1630 guided (j) Edu 899 unguided (j) 57 guider (n) Sci 32,
504,give,"6,735",give (v) 90650 given (j) 6735 giver (n) 351 giving (n) Rel 224 given (n) 63,
505,dialogue,"6,692",dialogue (n) 6692 dialog (n) Sci 568 dialogic (j) Hum 343,
506,manufacture,"6,653",manufacturer (n) 6151 manufacturing (n) 5291 manufacture (v) 2102 manufacture (n) 818 manufactured (j) 544 manufacturable (j) Sci 18,
507,enterprise,"6,651",enterprise (n) 6651,
508,scope,"6,610",scope (n) 6610 scoped (j) His+Med 3,
509,ethical,"6,609",ethical (j) 6188 ethically (r) 421 unethical (j) 329 unethically (r) 16,
510,province,"6,608",province (n) 4646 provincial (j) 1962 provincialism (n) Hum 46 provincial (n) Rel 29 provincially (r) Law 13,
511,retain,"6,569",retain (v) 6468 retainer (n) Hum 197 retained (j) 101 retaining (j) 50,
512,capable,"6,567",capability (n) 6567 capable (j) 6131 incapable (j) 997 capably (r) 19,
513,revise,"6,482",revision (n) 2644 revise (v) 2340 revised (j) 1498 revisionist (n) Law 602 revisionism (n) 116 revisionary (j) Hum 34 Revisionist (j) Law 24,
514,reside,"6,477",resident (n) 8994 residential (j) 3517 reside (v) 2960 residence (n) 2676 resident (j) 1148 residency (n) 654,
515,expansion,"6,454",expansion (n) 6454 expansionist (j) His 187 expansionism (n) His 104 expansionary (j) 78,
516,strength,"6,443",strength (n) 12651 strengthen (v) 5930 strengthening (n) 412 strengthened (j) 101,
517,simultaneous,"6,441",simultaneously (r) 5012 simultaneous (j) 1429 simultaneity (n) Hum 138,
518,possess,"6,437",possess (v) 6327 possession (n) 2882 possessor (n) 110 possessive (j) 91 possessed (j) 63 repossess (v) 29 possessing (j) 23 possessiveness (n) Hum+Rel 20repossession (n) Hum 20 possessively (r) Rel 8 possessory (j) His 8 possessive (n) Hum 6,
519,manifest,"6,426",manifest (v) 2862 manifestation (n) 2512 manifest (j) 826 manifestly (r) 226 manifest (n) 22,
520,incentive,"6,377",incentive (n) 6377,
521,survive,"6,372",survive (v) 7625 survival (n) 6372 survivor (n) 2184 surviving (j) 1014 survivability (n) 74 survivalist (n) Rel 26,
522,recommend,"6,348",recommend (v) Med 9192 recommendation (n) 6348 recommended (j) Med 1244,
523,rational,"6,297",rational (j) 3678 rationality (n) 1139 irrational (j) 922 rationalize (v) 548 rationally (r) 389 rationalization (n) 370 rationalism (n) Rel 348 rationalist (n) Rel 215irrationality (n) 173 rationalistic (j) Rel 68 irrationally (r) 57 rationalized (j) Hum 49 rationalist (j) Hum 17,
524,member,"6,295",member (n) 54340 membership (n) 6295,
525,migrate,"6,260",migration (n) 4615 migrate (v) 1645 migratory (j) Sci 533 migrating (j) Sci 50 transmigration (n) 42,
526,utility,"6,259",utility (n) 6259,
527,reinforce,"6,207",reinforce (v) 6207 reinforcement (n) Edu 1861 reinforcer (n) Edu 327 reinforcing (j) 90 reinforced (j) 79,
528,part,"6,201",part (n) 65959 part (r) 8481 partly (r) 4270 partial (j) 3297 partially (r) 2904 part (i) 2632 part (v) 287 parting (n) 117 partial (n) Edu+Hum 19 parted (j) Hum+Med 7,
529,persist,"6,178",persist (v) 3413 persistent (j) 2406 persistence (n) Edu 2055 persistently (r) 359,
530,exhibit,"6,170",exhibit (v) 6170 exhibition (n) Hum 5653 exhibit (n) 2255 exhibitor (n) Sci 670 exhibitionism (n) Soc 79 exhibited (j) Hum 53 exhibitionist (n) Rel 40 exhibiting (n)Hum 15,
531,virtue,"6,158",virtue (n) 5575 virtuous (j) 583,
532,convert,"6,126",convert (v) 5273 convert (n) 853 converter (n) Sci 435 convertible (j) 202 converted (j) 162 convertible (n) Fin 142 convertibility (n) His 109 unconverted (j) Rel 29,
533,ongoing,"6,114",ongoing (j) 6114,
534,administrate,"6,110",administration (n) 17947 administrator (n) Edu 8427 administrative (j) 5980 administratively (r) 106 administrate (v) 24,
535,consequent,"6,047",consequently (r) 5366 consequent (j) 681,
536,detail,"6,021",detail (n) 12491 detailed (j) 6021 detail (v) 1405 detailing (n) Hum 22,
537,hierarchy,"6,012",hierarchy (n) 3815 hierarchical (j) 2027 hierarchically (r) 170 hierarchic (j) 25,
538,wealth,"6,009",wealth (n) 6009 wealthy (j) 2784,
539,trait,"5,999",trait (n) 5999,
540,manipulate,"5,984",manipulate (v) 3081 manipulation (n) 2903 manipulative (j) 306 manipulator (n) 141 manipulated (j) 72,
541,instance,"5,962",instance (n) 5962,
542,principal,"5,933",principal (j) 5030 principal (n) Edu 4321 principally (r) 903,
543,superior,"5,924",superior (j) 4380 superiority (n) 1544 superior (n) 671,
544,motive,"5,908",motivation (n) Edu 8361 motivate (v) 4794 motive (n) 3620 motivational (j) Soc 1611 motivated (j) 869 motivator (n) Med 381 motivating (j) 245 unmotivated (j) Edu75,
545,innovate,"5,901",innovation (n) 5240 innovator (n) 415 innovate (v) 246,
546,thereby,"5,895",thereby (r) 5895,
547,exclude,"5,891",exclude (v) 5741 excluding (i) 364 excluded (j) 150,
548,prominent,"5,878",prominent (j) 5102 prominently (r) 776,
549,assembly,"5,858",assembly (n) 5858,
550,stress,"5,837",stress (n) Med 13916 stress (v) 5837 stressor (n) Soc 1818 stressful (j) Soc 1556 stressed (j) Med 119 unstressed (j) Hum 34,
551,guideline,"5,832",guideline (n) 5832,
552,scheme,"5,828",scheme (n) 5333 schematic (j) 495 scheme (v) 94 schematically (r) 89 scheming (j) Hum 23,
553,import,"5,796",import (n) 3798 import (v) 1998 imported (j) 1052 importer (n) 409 importation (n) 385 importing (n) Law 75,
554,profile,"5,790",profile (n) 5790 profile (v) 484 profiling (n) 122 profiled (j) Hum 13 profiling (j) 13,
555,scenario,"5,761",scenario (n) 5761,
556,input,"5,734",input (n) 5428 input (v) 306,
557,undertake,"5,694",undertake (v) 4863 undertaking (n) 831,
558,consensus,"5,689",consensus (n) 5689,
559,demography,"5,676",demographic (j) 5229 demographics (n) Edu 1165 demography (n) 276 demographically (r) 171 demographer (n) 150,
560,formula,"5,667",formula (n) 3790 formulate (v) 2928 formulation (n) 2366 reformulate (v) 224 formulaic (j) Hum 200 reformulation (n) 149 reformulated (j) 94 formulated (j) Rel 11,
561,contradict,"5,638",contradiction (n) 2536 contradictory (j) 1646 contradict (v) 1456,
562,help,"5,635",help (v) 58902 help (n) 10930 helpful (j) 5025 helping (n) 830 helper (n) 783 helpless (j) 545 helplessness (n) 478 unhelpful (j) 132 helplessly (r) 106 helpfulness (n) Edu98 helped (j) 72 helpfully (r) Rel 60 unhelpfully (r) Hum+Rel 6,
563,mediate,"5,593",mediate (v) 2214 mediation (n) 1706 mediator (n) 1125 mediating (j) 366 mediated (j) 182 unmediated (j) Hum 166 intermediation (n) His+Law 47,
564,equation,"5,574",equation (n) 5574,
565,parallel,"5,560",parallel (j) 2335 parallel (n) 2088 parallel (r) Med 1189 parallel (v) 1137 unparalleled (j) 334 parallelism (n) Hum 292,
566,evident,"5,558",evident (j) 5558 evidently (r) 1085,
567,dynamics,"5,548",dynamics (n) 5548,
568,vital,"5,531",vital (j) 5310 vitally (r) 221,
569,vessel,"5,517",vessel (n) 5517,
570,inherent,"5,514",inherent (j) 4001 inherently (r) 1513,
571,practitioner,"5,482",practitioner (n) 5482,
572,highlight,"5,464",highlight (v) 5464 highlight (n) 758 highlighting (n) Med 59 highlighted (j) 46 highlighter (n) Med 31,
573,probably,"5,459",probably (r) 19611 probability (n) 4068 probable (j) 1391 improbable (j) 382 probabilistic (j) 161 improbably (r) 51 improbability (n) 44,
574,share,"5,450",share (v) 19692 share (n) Fin 10496 shared (j) 4534 sharing (n) 916 sharing (j) 74 unshared (j) 14,
575,main,"5,449",main (j) 17118 mainly (r) 5374 main (n) 102 main (r) 75,
576,myth,"5,334",myth (n) 5334 mythical (j) Hum 644 mythic (j) Hum 527,
577,ethics,"5,312",ethics (n) 5312,
578,exceed,"5,303",exceed (v) 5303 exceedingly (r) 562,
579,format,"5,290",format (n) 5290 format (v) Sci 506 formatting (n) Sci 52,
580,exploit,"5,269",exploit (v) 3010 exploitation (n) 1954 exploit (n) Hum 409 exploitative (j) 238 exploited (j) 157 exploitable (j) 73 exploiter (n) 67,
581,database,"5,243",database (n) 5243,
582,oblige,"5,234",obligation (n) 5234 oblige (v) 1137 obligate (v) 483 obligatory (j) 333 obliging (j) 47 obligated (j) 42 obliged (j) 31 obligingly (r) 26,
583,profound,"5,217",profound (j) 3694 profoundly (r) 1523,
584,inquire,"5,215",inquiry (n) 5215 inquire (v) 889 inquirer (n) Rel 99 inquiring (j) 58,
585,successor,"5,212",successor (n) 1963 succession (n) 1566 successive (j) 1480 successively (r) 203,
586,fragment,"5,211",fragment (n) 2833 fragmentation (n) 1118 fragmented (j) 948 fragment (v) 312 fragmentary (j) Hum 283,
587,output,"5,179",output (n) 5179 output (v) Sci 218,
588,dynamic,"5,174",dynamic (j) 4965 dynamically (r) 209 dynamical (j) Sci 160,
589,etc,"5,164",etc (r) 5164 etcetera (r) Rel 13,
590,extension,"5,140",extension (n) 5140,
591,empirical,"5,127",empirical (j) 5127 empirically (r) Edu 1079,
592,reproduce,"5,119",reproduce (v) 2660 reproduction (n) 2459 reproducible (j) Med 147 reproducibility (n) Med 106 reproduced (j) Hum+Rel 24,
